Running total of all data acquisitions 
-DATA: mean of events per minute, standard deviation, variance, range -CONDITIONS: Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm) 
---
--- 0216_Hour16 --- DATA: 83.43333333333334, 9.476763136642312, 89.80903954802262, 53 --- CONDITIONS: 16, 15:53, W35G53, 16, Fair and Breezy, CLR, 17.8, 6.7, 22.2, 17.8, 48%, NA, NA, 76.05, 1013.8, , ,
--- 0216_Hour17 --- DATA: 84.18333333333334, 8.032754275025338, 64.52514124293783, 37 --- CONDITIONS: 16, 16:53, W29G45, 16, Fair, CLR, 17.2, 5.6, , , 47%, NA, NA, 76.05, 1013.9, , ,
--- 0216_Hour18 --- DATA: 82.51666666666667, 9.184533179074162, 84.35564971751413, 41 --- CONDITIONS: 16, 18:53, N10, 16, Fair, CLR, 13.9, 5.6, , , 58%, NA, NA, 76.17, 1015.6, , ,
--- 0216_Hour19 --- DATA: 82.93333333333334, 9.987902286786525, 99.7581920903955, 45 --- CONDITIONS: 16, 19:53, NW5, 16, Fair, CLR, 13.3, 5, , , 57%, NA, NA, 76.2, 1015.9, , ,
--- 0216_Hour20 --- DATA: 84.58333333333333, 9.428215257293031, 88.89124293785311, 40 --- CONDITIONS: 16, 19:53, NW5, 16, Fair, CLR, 13.3, 5, , , 57%, NA, NA, 76.2, 1015.9, , ,
--- 0216_Hour21 --- DATA: 84.41666666666667, 10.621838180262568, 112.82344632768363, 57 --- CONDITIONS: 16, 20:53, Calm, 16, Fair, CLR, 12.8, 5, , , 59%, NA, NA, 76.23, 1016.0, , ,
--- 0216_Hour22 --- DATA: 83.86666666666666, 9.143797873314051, 83.60903954802257, 45 --- CONDITIONS: 16, 22:53, N16, 16, Fair, CLR, 12.8, 3.3, , , 53%, NA, NA, 76.23, 1016.3, , ,
--- 0216_Hour23 --- DATA: 85.81666666666666, 9.829895022745262, 96.62683615819208, 48 --- CONDITIONS: 16, 23:53, NE21, 16, Fair, CLR, 13.3, 1.7, , , 46%, NA, NA, 76.23, 1016.1, , ,
--- 0217_Hour12 --- DATA: 85.04918032786885, 15.223256582729155, 231.74754098360657, 105 --- CONDITIONS: 17, 11:53, SW14, 16, Fair, CLR, 18.9, 3.3, , , 36%, NA, NA, 76.25, 1016.5, , ,
--- 0217_Hour13 --- DATA: 85.58333333333333, 9.035319897475546, 81.63700564971751, 43 --- CONDITIONS: 17, 13:53, NW26G42, 16, Fair, CLR, 21.7, -5, , , 16%, NA, NA, 76.15, 1015.1, , ,
--- 0217_Hour14 --- DATA: 84.35, 8.955303324126918, 80.19745762711864, 39 --- CONDITIONS: 17, 13:53, NW26G42, 16, Fair, CLR, 21.7, -5, , , 16%, NA, NA, 76.15, 1015.1, , ,
--- 0217_Hour15 --- DATA: 84.21666666666667, 9.290220239068365, 86.30819209039547, 54 --- CONDITIONS: 17, 14:53, N26G37, 16, Fair, CLR, 22.2, -5.6, , , 15%, NA, NA, 76.15, 1015.1, , ,
--- 0217_Hour16 --- DATA: 84.91666666666667, 8.53565138889636, 72.85734463276836, 44 --- CONDITIONS: 17, 15:53, NE24G39, 16, Fair, CLR, 20.6, -6.7, 22.8, 17.2, 15%, NA, NA, 76.17, 1015.7, , ,
--- 0217_Hour17 --- DATA: 84.78333333333333, 9.515538882585089, 90.5454802259887, 41 --- CONDITIONS: 17, 16:53, N24, 16, Fair, CLR, 19.4, -7.2, , , 16%, NA, NA, 76.23, 1016.3, , ,
--- 0217_Hour18 --- DATA: 82.7, 10.474019512382183, 109.7050847457627, 47 --- CONDITIONS: 17, 17:53, N21, 16, Fair, CLR, 17.2, -7.2, , , 18%, NA, NA, 76.33, 1017.6, , ,
--- 0217_Hour19 --- DATA: 84.31666666666666, 8.043297381569426, 64.69463276836157, 35 --- CONDITIONS: 17, 18:53, N19, 16, Fair, CLR, 16.1, -6.1, , , 21%, NA, NA, 76.43, 1018.8, , ,
--- 0217_Hour20 --- DATA: 83.43333333333334, 7.289106491630348, 53.13107344632768, 33 --- CONDITIONS: 17, 19:53, N19, 16, Fair, CLR, 15.6, -7.2, , , 20%, NA, NA, 76.48, 1019.6, , ,
--- 0217_Hour21 --- DATA: 83.21666666666667, 8.588702999233329, 73.76581920903956, 46 --- CONDITIONS: 17, 21:53, NE14, 16, Fair, CLR, 15, -9.4, 20.6, 13.9, 18%, NA, NA, 76.56, 1020.5, , ,
--- 0217_Hour22 --- DATA: 83.01666666666667, 9.421381500530114, 88.76242937853105, 40 --- CONDITIONS: 17, 21:53, NE14, 16, Fair, CLR, 15, -9.4, 20.6, 13.9, 18%, NA, NA, 76.56, 1020.5, , ,
--- 0217_Hour23 --- DATA: 79.24590163934427, 12.723542140071055, 161.8885245901639, 96 --- CONDITIONS: 17, 23:53, N10, 16, Fair, CLR, 12.2, -5.6, , , 29%, NA, NA, 76.61, 1021.2, , ,
--- 0217_Hour24 --- DATA: 83.96666666666667, 9.113161773727288, 83.0497175141243, 38 --- CONDITIONS: 17, 23:53, N10, 16, Fair, CLR, 12.2, -5.6, , , 29%, NA, NA, 76.61, 1021.2, , ,
--- 0218_Hour1 --- DATA: 82.26666666666667, 8.989384825894517, 80.8090395480226, 41 --- CONDITIONS: 18, 00:53, N10, 16, Fair, CLR, 8.9, -3.3, , , 42%, 7.2, NA, 76.63, 1021.6, , ,
--- 0218_Hour2 --- DATA: 83.52459016393442, 14.610049688915103, 213.45355191256832, 104 --- CONDITIONS: 18, 01:53, Calm, 16, Fair, CLR, 8.3, -2.2, , , 48%, NA, NA, 76.66, 1021.9, , ,
--- 0218_Hour3 --- DATA: 82.51666666666667, 9.690973725658965, 93.91497175141242, 46 --- CONDITIONS: 18, 02:53, NE8, 16, Fair, CLR, 7.2, -2.2, , , 52%, 5.6, NA, 76.68, 1022.4, , ,
--- 0218_Hour4 --- DATA: 85.1, 9.980829081421161, 99.61694915254238, 46 --- CONDITIONS: 18, 03:53, Calm, 16, Fair, CLR, 6.7, 0, 15, 4.4, 63%, NA, NA, 76.73, 1023.0, , ,
--- 0218_Hour5 --- DATA: 83.2, 10.432673577089515, 108.84067796610172, 49 --- CONDITIONS: 18, 05:53, Calm, 16, Fair, CLR, 4.4, -0.6, , , 70%, NA, NA, 76.84, 1024.3, , ,
--- 0218_Hour6 --- DATA: 83.86666666666666, 8.67387792121208, 75.2361581920904, 39 --- CONDITIONS: 18, 05:53, Calm, 16, Fair, CLR, 4.4, -0.6, , , 70%, NA, NA, 76.84, 1024.3, , ,
--- 0218_Hour7 --- DATA: 85.46666666666667, 8.790338815834982, 77.27005649717515, 38 --- CONDITIONS: 18, 06:53, Calm, 16, Fair, CLR, 4.4, -0.6, , , 70%, NA, NA, 76.91, 1025.3, , ,
--- 0218_Hour8 --- DATA: 82.35, 8.707730833643542, 75.82457627118644, 38 --- CONDITIONS: 18, 07:53, Calm, 16, Fair, CLR, 8.9, 1.7, , , 61%, NA, NA, 76.99, 1026.3, , ,
--- 0218_Hour9 --- DATA: 84.5, 8.551935057069773, 73.13559322033899, 41 --- CONDITIONS: 18, 08:53, SE5, 16, Fair, CLR, 15, 0, , , 36%, NA, NA, 77.04, 1027.0, , ,
--- 0218_Hour10 --- DATA: 82.76666666666667, 10.641088683099202, 113.23276836158192, 47 --- CONDITIONS: 18, 09:53, SE8, 16, Fair, CLR, 15.6, 2.2, 15.6, 4.4, 41%, NA, NA, 77.09, 1027.6, , ,
--- 0218_Hour11 --- DATA: 84.01666666666667, 9.4375586951443, 89.0675141242938, 45 --- CONDITIONS: 18, 10:53, Vrbl11, 16, Fair, CLR, 17.2, 1.1, , , 34%, NA, NA, 77.11, 1027.9, , ,
--- 0218_Hour12 --- DATA: 80.4, 8.889529167147117, 79.02372881355933, 40 --- CONDITIONS: 18, 11:53, SW13, 16, Fair, CLR, 17.8, -3.3, , , 24%, NA, NA, 77.09, 1027.6, , ,
--- 0218_Hour13 --- DATA: 83.25, 9.347572874498908, 87.37711864406779, 52 --- CONDITIONS: 18, 12:53, W16, 16, Fair, CLR, 18.3, -1.7, , , 26%, NA, NA, 77.04, 1027.2, , ,
--- 0218_Hour14 --- DATA: 84.85, 9.360618913334628, 87.62118644067796, 46 --- CONDITIONS: 18, 13:53, W13, 16, Fair, CLR, 17.8, -0.6, , , 29%, NA, NA, 76.99, 1026.5, , ,
--- 0218_Hour15 --- DATA: 83.96666666666667, 9.994857434763286, 99.89717514124294, 48 --- CONDITIONS: 18, 15:53, W16, 16, Fair, CLR, 17.2, 0.6, 18.9, 15.6, 33%, NA, NA, 76.99, 1026.3, , ,
--- 0218_Hour16 --- DATA: 82.26666666666667, 10.060607298222088, 101.21581920903954, 43 --- CONDITIONS: 18, 16:53, W19, 16, Fair, CLR, 15.6, 1.1, , , 38%, NA, NA, 76.99, 1026.5, , ,
--- 0218_Hour17 --- DATA: 81.45, 7.851211716908978, 61.64152542372882, 41 --- CONDITIONS: 18, 16:53, W19, 16, Fair, CLR, 15.6, 1.1, , , 38%, NA, NA, 76.99, 1026.5, , ,
--- 0218_Hour18 --- DATA: 81.13333333333334, 8.300432226170088, 68.89717514124293, 41 --- CONDITIONS: 18, 17:53, W14, 16, Fair, CLR, 13.3, 1.1, , , 44%, NA, NA, 77.01, 1026.6, , ,
--- 0218_Hour19 --- DATA: 82.5, 8.365587298418303, 69.98305084745763, 38 --- CONDITIONS: 18, 18:53, W13, 16, Fair, CLR, 11.7, 1.7, , , 51%, NA, NA, 76.99, 1026.5, , ,
--- 0218_Hour20 --- DATA: 81.66666666666667, 7.992934733232689, 63.887005649717516, 41 --- CONDITIONS: 18, 19:53, Calm, 16, Fair, CLR, 11.7, 0, , , 45%, NA, NA, 77.01, 1026.6, , ,
--- 0218_Hour21 --- DATA: 84.2, 10.161075613689658, 103.24745762711864, 43 --- CONDITIONS: 18, 20:53, Calm, 16, Fair, CLR, 8.9, 0.6, , , 56%, NA, NA, 77.04, 1026.9, , ,
--- 0218_Hour22 --- DATA: 83.7, 7.801129861670299, 60.85762711864406, 34 --- CONDITIONS: 18, 21:53, NW11, 16, Fair, CLR, 7.2, 0, 16.7, 7.2, 61%, 5, NA, 77.01, 1026.8, , ,
--- 0218_Hour23 --- DATA: 84.18333333333334, 9.498423895424711, 90.22005649717514, 41 --- CONDITIONS: 18, 22:53, Calm, 16, Fair, CLR, 6.7, -0.6, , , 60%, NA, NA, 76.99, 1026.4, , ,
--- 0218_Hour24 --- DATA: 85.73333333333333, 8.198525428943887, 67.21581920903954, 39 --- CONDITIONS: 18, 23:53, Calm, 16, Fair, CLR, 7.8, 0, , , 58%, NA, NA, 76.99, 1026.3, , ,
--- 0219_Hour1 --- DATA: 80.03333333333333, 8.58845631769202, 73.76158192090395, 35 --- CONDITIONS: 19, 00:53, N8, 16, Fair, CLR, 6.1, 0, , , 65%, 4.4, NA, 76.96, 1026.0, , ,
--- 0219_Hour2 --- DATA: 83.98333333333333, 9.82127001119348, 96.45734463276837, 46 --- CONDITIONS: 19, 01:53, Calm, 16, Fair, CLR, 6.1, 0.6, , , 68%, NA, NA, 76.89, 1025.1, , ,
--- 0219_Hour3 --- DATA: 84.8, 11.494729816716964, 132.128813559322, 59 --- CONDITIONS: 19, 02:53, Calm, 16, Fair, CLR, 5.6, 0.6, , , 71%, NA, NA, 76.86, 1024.8, , ,
--- 0219_Hour4 --- DATA: 85.18333333333334, 9.862601277289997, 97.27090395480226, 42 --- CONDITIONS: 19, 03:53, Calm, 16, Fair, CLR, 3.9, 0.6, 8.3, 3.3, 79%, NA, NA, 76.86, 1024.6, , ,
--- 0219_Hour5 --- DATA: 83.88333333333334, 9.593591905523057, 92.03700564971751, 45 --- CONDITIONS: 19, 04:53, Calm, 16, Fair, CLR, 5, 0, , , 70%, NA, NA, 76.84, 1024.3, , ,
--- 0219_Hour6 --- DATA: 82.33333333333333, 8.947429640692416, 80.05649717514123, 41 --- CONDITIONS: 19, 05:53, Calm, 16, Fair, CLR, 3.9, 0, , , 76%, NA, NA, 76.86, 1024.5, , ,
--- 0219_Hour7 --- DATA: 84.46666666666667, 9.3091292291841, 86.65988700564974, 52 --- CONDITIONS: 19, 07:53, Calm, 16, Fair, CLR, 8.3, 1.7, , , 63%, NA, NA, 76.86, 1024.7, , ,
--- 0219_Hour8 --- DATA: 84.25, 9.647384821717495, 93.07203389830508, 48 --- CONDITIONS: 19, 08:53, Calm, 16, Fair, CLR, 13.9, 3.3, , , 49%, NA, NA, 76.89, 1024.9, , ,
--- 0219_Hour9 --- DATA: 84.14754098360656, 14.359475461141527, 206.19453551912565, 112 --- CONDITIONS: 19, 08:53, Calm, 16, Fair, CLR, 13.9, 3.3, , , 49%, NA, NA, 76.89, 1024.9, , ,
--- 0219_Hour10 --- DATA: 83.73333333333333, 8.40876593994436, 70.70734463276835, 44 --- CONDITIONS: 19, 09:53, SE13, 16, Fair, CLR, 14.4, 6.1, 14.4, 2.8, 58%, NA, NA, 76.86, 1024.6, , ,
--- 0219_Hour11 --- DATA: 83.75409836065573, 14.297617211392158, 204.42185792349724, 108 --- CONDITIONS: 19, 10:53, SE10, 16, Fair, CLR, 15.6, 5.6, , , 52%, NA, NA, 76.86, 1024.5, , ,
--- 0219_Hour12 --- DATA: 83.91666666666667, 8.944824593341655, 80.00988700564972, 42 --- CONDITIONS: 19, 12:53, Vrbl10, 16, Fair, CLR, 17.2, 2.8, , , 38%, NA, NA, 76.68, 1022.3, , ,
--- 0219_Hour13 --- DATA: 85.55, 8.101945780103, 65.64152542372881, 36 --- CONDITIONS: 19, 13:53, SE10, 16, Fair, CLR, 16.7, 6.1, , , 50%, NA, NA, 76.61, 1021.3, , ,
--- 0219_Hour14 --- DATA: 84.76666666666667, 9.539155110699726, 90.9954802259887, 50 --- CONDITIONS: 19, 13:53, SE10, 16, Fair, CLR, 16.7, 6.1, , , 50%, NA, NA, 76.61, 1021.3, , ,
--- 0219_Hour15 --- DATA: 85.96666666666667, 9.246101636918446, 85.49039548022598, 44 --- CONDITIONS: 19, 14:53, SE10, 16, Fair, CLR, 16.7, 7.8, , , 56%, NA, NA, 76.56, 1020.5, , ,
--- 0219_Hour16 --- DATA: 84.3, 8.904959577940023, 79.29830508474576, 37 --- CONDITIONS: 19, 15:53, SE10, 16, Fair, CLR, 16.1, 8.3, 17.2, 13.9, 60%, NA, NA, 76.5, 1020.0, , ,
--- 0219_Hour17 --- DATA: 82.37704918032787, 14.203478370251693, 201.7387978142077, 109 --- CONDITIONS: 19, 16:53, SE10, 16, Fair, CLR, 15, 8.3, , , 64%, NA, NA, 76.5, 1020.0, , ,
--- 0219_Hour18 --- DATA: 82.48333333333333, 8.179121138537445, 66.89802259887006, 44 --- CONDITIONS: 19, 17:53, E5, 16, Fair, CLR, 13.3, 8.3, , , 72%, NA, NA, 76.53, 1020.1, , ,
--- 0219_Hour19 --- DATA: 85.36666666666666, 9.449180157543696, 89.28700564971751, 40 --- CONDITIONS: 19, 18:53, Calm, 16, Fair, CLR, 16.1, 7.2, , , 56%, NA, NA, 76.53, 1020.3, , ,
--- 0219_Hour20 --- DATA: 83.31666666666666, 9.39796528044392, 88.32175141242936, 42 --- CONDITIONS: 19, 20:53, Calm, 16, Fair, CLR, 15.6, 8.9, , , 65%, NA, NA, 76.58, 1020.8, , ,
--- 0219_Hour21 --- DATA: 82.73333333333333, 9.251416138352644, 85.58870056497175, 40 --- CONDITIONS: 19, 21:53, SW8, 16, Fair, CLR, 13.3, 8.3, 16.7, 13.3, 72%, NA, NA, 76.58, 1020.9, , ,
--- 0219_Hour22 --- DATA: 85.81666666666666, 9.050689020810097, 81.91497175141242, 39 --- CONDITIONS: 19, 21:53, SW8, 16, Fair, CLR, 13.3, 8.3, 16.7, 13.3, 72%, NA, NA, 76.58, 1020.9, , ,
--- 0219_Hour23 --- DATA: 85.65, 8.42076730671845, 70.90932203389828, 40 --- CONDITIONS: 19, 23:53, N11, 16, Fair, CLR, 13.9, 7.8, , , 67%, NA, NA, 76.53, 1020.1, , ,
--- 0219_Hour24 --- DATA: 81.63333333333334, 8.9782537025873, 80.60903954802258, 34 --- CONDITIONS: 19, 23:53, N11, 16, Fair, CLR, 13.9, 7.8, , , 67%, NA, NA, 76.53, 1020.1, , ,
--- 0220_Hour1 --- DATA: 83.86666666666666, 8.9470507718535, 80.04971751412431, 40 --- CONDITIONS: 20, 00:53, N11, 16, Fair, CLR, 13.3, 7.8, , , 70%, NA, NA, 76.5, 1019.7, , ,
--- 0220_Hour2 --- DATA: 83.0, 7.691069000657929, 59.152542372881356, 40 --- CONDITIONS: 20, 02:53, N16, 16, Fair, CLR, 12.8, 7.8, , , 72%, NA, NA, 76.5, 1019.8, , ,
--- 0220_Hour3 --- DATA: 84.16666666666667, 7.889419360961068, 62.24293785310735, 38 --- CONDITIONS: 20, 03:53, Calm, 16, Fair, CLR, 12.8, 7.8, 15.6, 11.7, 72%, NA, NA, 76.53, 1020.1, , ,
--- 0220_Hour4 --- DATA: 81.47540983606558, 13.58014059497305, 184.42021857923498, 108 --- CONDITIONS: 20, 04:53, NE19, 16, Fair, CLR, 11.7, 7.2, , , 74%, NA, NA, 76.5, 1019.9, , ,
--- 0220_Hour5 --- DATA: 83.15, 8.833343993171267, 78.02796610169491, 42 --- CONDITIONS: 20, 04:53, NE19, 16, Fair, CLR, 11.7, 7.2, , , 74%, NA, NA, 76.5, 1019.9, , ,
--- 0220_Hour6 --- DATA: 83.43333333333334, 9.779547434446998, 95.63954802259886, 49 --- CONDITIONS: 20, 05:53, SE5, 16, Fair, CLR, 8.9, 5.6, , , 80%, NA, NA, 76.5, 1019.7, , ,
--- 0220_Hour7 --- DATA: 84.14754098360656, 14.47507750764945, 209.52786885245902, 106 --- CONDITIONS: 20, 07:53, N14, 16, Fair, CLR, 13.9, 3.9, , , 51%, NA, NA, 76.58, 1021.0, , ,
--- 0220_Hour8 --- DATA: 83.75, 9.684208708257207, 93.78389830508475, 49 --- CONDITIONS: 20, 07:53, N14, 16, Fair, CLR, 13.9, 3.9, , , 51%, NA, NA, 76.58, 1021.0, , ,
--- 0220_Hour9 --- DATA: 83.83333333333333, 8.34868642193198, 69.70056497175142, 40 --- CONDITIONS: 20, 08:53, N19, 16, Fair, CLR, 16.1, 2.8, , , 41%, NA, NA, 76.63, 1021.7, , ,
--- 0220_Hour10 --- DATA: 85.6, 10.032489594194809, 100.65084745762711, 44 --- CONDITIONS: 20, 09:53, NW16, 16, Fair, CLR, 17.8, 1.1, 18.3, 7.2, 33%, NA, NA, 76.66, 1021.9, , ,
--- 0220_Hour11 --- DATA: 85.31666666666666, 8.234881713549878, 67.8132768361582, 37 --- CONDITIONS: 20, 10:53, NW14G29, 16, Fair, CLR, 18.3, -0.6, , , 28%, NA, NA, 76.66, 1022.1, , ,
--- 0220_Hour12 --- DATA: 84.3, 9.022194854911968, 81.39999999999999, 45 --- CONDITIONS: 20, 11:53, NW27G37, 16, Fair, CLR, 20, -2.2, , , 22%, NA, NA, 76.63, 1021.8, , ,
--- 0220_Hour13 --- DATA: 82.31147540983606, 13.906282733122893, 193.38469945355192, 106 --- CONDITIONS: 20, 12:53, NW24G37, 16, Fair, CLR, 20, -2.2, , , 22%, NA, NA, 76.58, 1020.9, , ,
--- 0220_Hour14 --- DATA: 84.0, 13.697931717355482, 187.63333333333333, 103 --- CONDITIONS: 20, 13:53, NW29G56, 16, Fair, CLR, 21.1, -3.9, , , 18%, NA, NA, 76.5, 1020.0, , ,
--- 0220_Hour15 --- DATA: 82.61666666666666, 8.741274907337585, 76.40988700564972, 40 --- CONDITIONS: 20, 15:53, NW21, 16, Fair, CLR, 20, -3.3, 21.1, 17.8, 21%, NA, NA, 76.5, 1019.9, , ,
--- 0220_Hour16 --- DATA: 83.25, 8.9889291607859, 80.80084745762711, 38 --- CONDITIONS: 20, 16:53, N23G39, 16, Fair, CLR, 18.3, -3.3, , , 23%, NA, NA, 76.56, 1020.4, , ,
--- 0220_Hour17 --- DATA: 84.95, 8.383650351746487, 70.285593220339, 40 --- CONDITIONS: 20, 16:53, N23G39, 16, Fair, CLR, 18.3, -3.3, , , 23%, NA, NA, 76.56, 1020.4, , ,
--- 0220_Hour18 --- DATA: 83.33333333333333, 10.007906478899343, 100.15819209039546, 44 --- CONDITIONS: 20, 17:53, NW32G47, 16, Fair, CLR, 16.7, -2.8, , , 26%, NA, NA, 76.61, 1021.2, , ,
--- 0220_Hour19 --- DATA: 82.08333333333333, 8.71058515745703, 75.87429378531073, 41 --- CONDITIONS: 20, 18:53, N26, 16, Fair, CLR, 15.6, -1.1, , , 32%, NA, NA, 76.71, 1022.7, , ,
--- 0220_Hour20 --- DATA: 80.88333333333334, 9.97809748291382, 99.56242937853108, 51 --- CONDITIONS: 20, 20:53, N10, 16, Fair, CLR, 13.3, -1.1, , , 37%, NA, NA, 76.84, 1024.2, , ,
--- 0220_Hour21 --- DATA: 81.61666666666666, 9.111534255940388, 83.02005649717515, 40 --- CONDITIONS: 20, 20:53, N10, 16, Fair, CLR, 13.3, -1.1, , , 37%, NA, NA, 76.84, 1024.2, , ,
--- 0220_Hour22 --- DATA: 84.46666666666667, 8.575619099391783, 73.54124293785313, 40 --- CONDITIONS: 20, 21:53, N16, 16, Fair, CLR, 13.3, -1.1, 20, 11.7, 37%, NA, NA, 76.86, 1024.6, , ,
--- 0220_Hour23 --- DATA: 82.2, 8.123621134628513, 65.99322033898305, 36 --- CONDITIONS: 20, 23:53, N24, 16, Fair, CLR, 14.4, -2.8, , , 31%, NA, NA, 76.86, 1024.5, , ,
--- 0220_Hour24 --- DATA: 84.33333333333333, 8.903754048612983, 79.2768361581921, 43 --- CONDITIONS: 20, 23:53, N24, 16, Fair, CLR, 14.4, -2.8, , , 31%, NA, NA, 76.86, 1024.5, , ,
--- 0221_Hour1 --- DATA: 83.53333333333333, 9.073086793082178, 82.32090395480225, 43 --- CONDITIONS: 21, 00:53, N16, 16, Fair, CLR, 13.9, -3.3, , , 30%, NA, NA, 76.86, 1024.7, , ,
--- 0221_Hour2 --- DATA: 81.93333333333334, 8.945914069063788, 80.02937853107342, 42 --- CONDITIONS: 21, 01:53, NA, 16, Fair, CLR, 13.3, -3.9, , , 30%, NA, NA, 76.84, 1024.3, , ,
--- 0221_Hour3 --- DATA: 82.08333333333333, 9.415622911005936, 88.6539548022599, 50 --- CONDITIONS: 21, 02:53, W10, 16, Fair, CLR, 9.4, -2.2, , , 44%, 7.8, NA, 76.84, 1024.2, , ,
--- 0221_Hour4 --- DATA: 83.56666666666666, 10.245075984144966, 104.96158192090394, 51 --- CONDITIONS: 21, 03:53, Vrbl5, 16, Fair, CLR, 6.7, -1.7, 15, 6.7, 55%, NA, NA, 76.86, 1024.8, , ,
--- 0221_Hour5 --- DATA: 85.36666666666666, 8.278963880695041, 68.54124293785311, 49 --- CONDITIONS: 21, 05:53, Calm, 16, Fair, CLR, 5, -1.7, , , 62%, NA, NA, 76.91, 1025.4, , ,
--- 0221_Hour6 --- DATA: 81.88333333333334, 9.36653195713092, 87.7319209039548, 39 --- CONDITIONS: 21, 06:53, NE5, 16, Fair, CLR, 5, -1.1, , , 65%, NA, NA, 76.96, 1025.9, , ,
--- 0221_Hour7 --- DATA: 84.28333333333333, 9.554645097430523, 91.29124293785313, 52 --- CONDITIONS: 21, 07:53, Calm, 16, Fair, CLR, 9.4, 1.7, , , 59%, NA, NA, 76.99, 1026.5, , ,
--- 0221_Hour8 --- DATA: 86.03333333333333, 9.190943712572917, 84.47344632768362, 41 --- CONDITIONS: 21, 07:53, Calm, 16, Fair, CLR, 9.4, 1.7, , , 59%, NA, NA, 76.99, 1026.5, , ,
--- 0221_Hour9 --- DATA: 83.5, 8.373687602711042, 70.11864406779661, 34 --- CONDITIONS: 21, 08:53, Calm, 16, Fair, CLR, 15.6, 1.1, , , 38%, NA, NA, 77.04, 1027.1, , ,
--- 0221_Hour10 --- DATA: 84.78333333333333, 9.543995657341041, 91.08785310734464, 47 --- CONDITIONS: 21, 09:53, Calm, 16, Fair, CLR, 17.8, 0, 17.8, 3.3, 30%, NA, NA, 77.06, 1027.3, , ,
--- 0221_Hour11 --- DATA: 82.96666666666667, 7.9382503871470025, 63.01581920903954, 32 --- CONDITIONS: 21, 10:53, SW13, 16, Fair, CLR, 18.9, 3.3, , , 36%, NA, NA, 77.06, 1027.3, , ,
--- 0221_Hour12 --- DATA: 82.9, 8.152570562691317, 66.464406779661, 35 --- CONDITIONS: 21, 11:53, SW16, 16, Fair, CLR, 18.3, 1.1, , , 32%, NA, NA, 77.04, 1027.0, , ,
--- 0221_Hour13 --- DATA: 85.15, 9.769938327095737, 95.45169491525424, 42 --- CONDITIONS: 21, 12:53, W19, 16, Fair, CLR, 18.3, -1.1, , , 27%, NA, NA, 77.01, 1026.6, , ,
--- 0221_Hour14 --- DATA: 83.23333333333333, 9.629345449474265, 92.72429378531072, 50 --- CONDITIONS: 21, 13:53, W14, 16, Fair, CLR, 19.4, -2.8, , , 22%, NA, NA, 76.94, 1025.5, , ,
--- 0221_Hour15 --- DATA: 81.9, 8.829265666146298, 77.95593220338984, 41 --- CONDITIONS: 21, 14:53, W13, 16, Fair, CLR, 20, -1.7, , , 23%, NA, NA, 76.91, 1025.2, , ,
--- 0221_Hour16 --- DATA: 83.6, 8.923782735201746, 79.63389830508474, 38 --- CONDITIONS: 21, 16:53, W14, 16, Fair, CLR, 17.8, -2.2, , , 26%, NA, NA, 76.84, 1024.2, , ,
--- 0221_Hour17 --- DATA: 83.9, 9.0679169958744, 82.2271186440678, 41 --- CONDITIONS: 21, 16:53, W14, 16, Fair, CLR, 17.8, -2.2, , , 26%, NA, NA, 76.84, 1024.2, , ,
--- 0221_Hour18 --- DATA: 82.52459016393442, 14.538003711396152, 211.3535519125683, 110 --- CONDITIONS: 21, 17:53, W10, 16, Fair, CLR, 15.6, -2.2, , , 30%, NA, NA, 76.84, 1024.3, , ,
--- 0221_Hour19 --- DATA: 82.43333333333334, 7.775159634671995, 60.45310734463276, 38 --- CONDITIONS: 21, 18:53, W5, 16, Fair, CLR, 13.9, -3.3, , , 30%, NA, NA, 76.84, 1024.3, , ,
--- 0221_Hour20 --- DATA: 84.16666666666667, 9.51745348840512, 90.58192090395481, 54 --- CONDITIONS: 21, 19:53, Calm, 16, Fair, CLR, 10.6, -0.6, , , 46%, NA, NA, 76.84, 1024.4, , ,
--- 0221_Hour21 --- DATA: 84.73333333333333, 8.596149446742679, 73.89378531073447, 39 --- CONDITIONS: 21, 20:53, Calm, 16, Fair, CLR, 9.4, 0, , , 52%, NA, NA, 76.86, 1024.6, , ,
--- 0221_Hour22 --- DATA: 81.35, 7.882237056632409, 62.12966101694914, 41 --- CONDITIONS: 21, 21:53, Calm, 16, Fair, CLR, 8.3, 1.7, 18.3, 8.3, 63%, NA, NA, 76.86, 1024.7, , ,
--- 0221_Hour23 --- DATA: 85.23333333333333, 8.918399694303043, 79.53785310734462, 53 --- CONDITIONS: 21, 22:53, Calm, 16, Fair, CLR, 8.9, 1.1, , , 58%, NA, NA, 76.86, 1024.6, , ,
--- 0221_Hour24 --- DATA: 83.96666666666667, 8.944208744014038, 79.99887005649718, 38 --- CONDITIONS: 21, 23:53, Calm, 16, Fair, CLR, 7.8, 1.7, , , 66%, NA, NA, 76.86, 1024.6, , ,
--- 0222_Hour1 --- DATA: 83.21666666666667, 9.018045311648077, 81.32514124293786, 38 --- CONDITIONS: 22, 00:53, Calm, 16, Fair, CLR, 6.7, 1.7, , , 71%, NA, NA, 76.84, 1024.4, , ,
